0 1 2 
0 -0.894757 -2.68414 
0 -0.888244 -2.68924 
0 -0.881541 -2.69432 
0 -0.874651 -2.69938 
0 -0.867574 -2.70443 
0 -0.860313 -2.70947 
0 -0.852868 -2.71448 
0 -0.845241 -2.71948 
0 -0.837434 -2.72447 
0 -0.829448 -2.72944 
0 -0.821285 -2.73439 
0 -0.812946 -2.73932 
0 -0.804434 -2.74424 
0 -0.79575 -2.74914 
0 -0.786896 -2.75403 
0 -0.777874 -2.7589 
0 -0.768685 -2.76375 
0 -0.759332 -2.76859 
0 -0.749817 -2.77341 
0 -0.74014 -2.77821 
0 -0.730306 -2.783 
0 -0.720315 -2.78777 
0 -0.710169 -2.79252 
0 -0.699872 -2.79726 
0 -0.689424 -2.80198 
0 -0.678829 -2.80669 
0 -0.668088 -2.81138 
0 -0.657204 -2.81605 
0 -0.646179 -2.8207 
0 -0.635015 -2.82534 
0 -0.623715 -2.82996 
0 -0.61228 -2.83457 
0 -0.600715 -2.83916 
0 -0.58902 -2.84373 
0 -0.577199 -2.84828 
0 -0.565254 -2.85282 
0 -0.553187 -2.85735 
0 -0.541001 -2.86185 
0 -0.528699 -2.86634 
0 -0.516283 -2.87081 
0 -0.503756 -2.87527 
0 -0.491121 -2.87971 
0 -0.47838 -2.88413 
0 -0.465536 -2.88854 
0 -0.452592 -2.89293 
0 -0.439551 -2.8973 
0 -0.426415 -2.90166 
0 -0.413187 -2.90599 
0 -0.39987 -2.91032 
0 -0.386466 -2.91462 
0 -0.37298 -2.91891 
0 -0.359413 -2.92318 
0 -0.345769 -2.92744 
0 -0.33205 -2.93168 
0 -0.31826 -2.9359 
0 -0.304401 -2.94011 
0 -0.290476 -2.94429 
0 -0.276489 -2.94847 
0 -0.262442 -2.95262 
0 -0.248338 -2.95676 
0 -0.234181 -2.96088 
0 -0.219974 -2.96499 
0 -0.205718 -2.96907 
0 -0.191419 -2.97314 
0 -0.177078 -2.9772 
0 -0.162699 -2.98124 
0 -0.148285 -2.98526 
0 -0.133839 -2.98926 
0 -0.119364 -2.99325 
0 -0.104863 -2.99722 
0 -0.0903401 -3.00117 
0 -0.0757973 -3.00511 
0 -0.0612381 -3.00903 
0 -0.0466657 -3.01293 
0 -0.0320832 -3.01681 
0 -0.0174938 -3.02068 
0 -0.0029007 -3.02453 
0 0.0116931 -3.02837 
0 0.0262843 -3.03219 
0 0.0408698 -3.03599 
0 0.0554465 -3.03977 
0 0.0700113 -3.04354 
0 0.0845609 -3.04729 
0 0.0990922 -3.05102 
0 0.113602 -3.05474 
0 0.128088 -3.05844 
0 0.142545 -3.06212 
0 0.156972 -3.06579 
0 0.171365 -3.06943 
0 0.185721 -3.07307 
0 0.200037 -3.07668 
0 0.21431 -3.08028 
0 0.228537 -3.08386 
0 0.242714 -3.08742 
0 0.256839 -3.09097 
0 0.270908 -3.0945 
0 0.284919 -3.09801 
0 0.298869 -3.10151 
0 0.312754 -3.10499 
0 0.326572 -3.10845 
0 0.340319 -3.11189 
0 0.353993 -3.11532 
0 0.36759 -3.11873 
0 0.381108 -3.12212 
0 0.394545 -3.1255 
0 0.407896 -3.12886 
0 0.421159 -3.1322 
0 0.434332 -3.13552 
0 0.447411 -3.13883 
0 0.460393 -3.14212 
0 0.473277 -3.1454 
0 0.486058 -3.14865 
0 0.498736 -3.15189 
0 0.511305 -3.15512 
0 0.523765 -3.15832 
0 0.536112 -3.16151 
0 0.548344 -3.16468 
0 0.560458 -3.16783 
0 0.572451 -3.17097 
0 0.584321 -3.17409 
0 0.596066 -3.17719 
0 0.607683 -3.18028 
0 0.619169 -3.18335 
0 0.630523 -3.1864 
0 0.641741 -3.18943 
0 0.652821 -3.19245 
0 0.663761 -3.19545 
0 0.674559 -3.19843 
0 0.685212 -3.2014 
0 0.695718 -3.20435 
0 0.706075 -3.20728 
0 0.71628 -3.21019 
0 0.726333 -3.21309 
0 0.736229 -3.21597 
0 0.745968 -3.21883 
0 0.755548 -3.22167 
0 0.764965 -3.2245 
0 0.774219 -3.22731 
0 0.783308 -3.23011 
0 0.792229 -3.23288 
0 0.80098 -3.23564 
0 0.80956 -3.23838 
0 0.817968 -3.24111 
0 0.826201 -3.24382 
0 0.834257 -3.24651 
0 0.842135 -3.24918 
0 0.849834 -3.25183 
0 0.857351 -3.25447 
0 0.864685 -3.25709 
0 0.871836 -3.2597 
0 0.8788 -3.26228 
0 0.885577 -3.26485 
0 0.892165 -3.26741 
0 0.898564 -3.26994 
0 0.904771 -3.27246 
0 0.910786 -3.27496 
0 0.916607 -3.27744 
0 0.922234 -3.27991 
0 0.927664 -3.28236 
0 0.932897 -3.28479 
0 0.937932 -3.2872 
0 0.942768 -3.2896 
0 0.947404 -3.29198 
0 0.951838 -3.29434 
0 0.956071 -3.29668 
0 0.960101 -3.29901 
0 0.963928 -3.30132 
0 0.96755 -3.30361 
0 0.970968 -3.30589 
0 0.97418 -3.30815 
0 0.977185 -3.31039 
0 0.979984 -3.31261 
0 0.982576 -3.31482 
0 0.98496 -3.31701 
0 0.987136 -3.31918 
0 0.989103 -3.32133 
0 0.990861 -3.32347 
0 0.99241 -3.32559 
0 0.99375 -3.32769 
0 0.99488 -3.32978 
0 0.9958 -3.33185 
0 0.99651 -3.3339 
0 0.997011 -3.33593 
0 0.997301 -3.33794 
0 0.997381 -3.33994 
0 0.997251 -3.34192 
0 0.996912 -3.34389 
0 0.996362 -3.34583 
0 0.995603 -3.34776 
0 0.994635 -3.34967 
0 0.993458 -3.35157 
0 0.992072 -3.35344 
0 0.990478 -3.3553 
0 0.988676 -3.35714 
0 0.986667 -3.35897 
0 0.98445 -3.36078 
0 0.982028 -3.36257 
0 0.979399 -3.36434 
0 0.976565 -3.36609 
0 0.973527 -3.36783 
0 0.970284 -3.36955 
0 0.966839 -3.37125 
0 0.963191 -3.37294 
0 0.959342 -3.37461 
0 0.955292 -3.37626 
0 0.951043 -3.37789 
0 0.946595 -3.37951 
0 0.941949 -3.3811 
0 0.937107 -3.38269 
0 0.932069 -3.38425 
0 0.926836 -3.38579 
0 0.92141 -3.38732 
0 0.915792 -3.38883 
0 0.909983 -3.39033 
0 0.903985 -3.39181 
0 0.897798 -3.39326 
0 0.891424 -3.39471 
0 0.884864 -3.39613 
0 0.878121 -3.39754 
0 0.871194 -3.39893 
0 0.864087 -3.4003 
0 0.8568 -3.40165 
0 0.849335 -3.40299 
0 0.841693 -3.40431 
0 0.833876 -3.40561 
0 0.825886 -3.4069 
0 0.817725 -3.40816 
0 0.809394 -3.40941 
0 0.800896 -3.41064 
0 0.792231 -3.41186 
0 0.783401 -3.41306 
0 0.77441 -3.41424 
0 0.765257 -3.4154 
0 0.755947 -3.41654 
0 0.746479 -3.41767 
0 0.736857 -3.41878 
0 0.727083 -3.41987 
0 0.717158 -3.42095 
0 0.707085 -3.42201 
0 0.696865 -3.42305 
0 0.686501 -3.42407 
0 0.675996 -3.42508 
0 0.66535 -3.42606 
0 0.654567 -3.42703 
0 0.643649 -3.42799 
0 0.632598 -3.42892 
0 0.621416 -3.42984 
0 0.610106 -3.43074 
0 0.59867 -3.43162 
0 0.587111 -3.43249 
0 0.57543 -3.43334 
0 0.56363 -3.43417 
0 0.551715 -3.43498 
0 0.539685 -3.43578 
0 0.527544 -3.43656 
0 0.515295 -3.43732 
0 0.502939 -3.43806 
0 0.49048 -3.43878 
0 0.477919 -3.43949 
0 0.46526 -3.44018 
0 0.452506 -3.44086 
0 0.439658 -3.44151 
0 0.426719 -3.44215 
0 0.413693 -3.44277 
0 0.400582 -3.44338 
0 0.387388 -3.44396 
0 0.374114 -3.44453 
0 0.360763 -3.44508 
0 0.347339 -3.44561 
0 0.333842 -3.44613 
0 0.320277 -3.44663 
0 0.306647 -3.44711 
0 0.292953 -3.44757 
0 0.279199 -3.44802 
0 0.265387 -3.44845 
0 0.251521 -3.44886 
0 0.237603 -3.44925 
0 0.223637 -3.44963 
0 0.209624 -3.44998 
0 0.195568 -3.45032 
0 0.181472 -3.45065 
0 0.167339 -3.45095 
0 0.153172 -3.45124 
0 0.138973 -3.45151 
0 0.124745 -3.45177 
0 0.110492 -3.452 
0 0.0962158 -3.45222 
0 0.08192 -3.45242 
0 0.0676075 -3.4526 
0 0.053281 -3.45277 
0 0.0389436 -3.45292 
0 0.0245981 -3.45305 
0 0.0102476 -3.45316 
0 -0.00410501 -3.45326 
0 -0.0184568 -3.45334 
0 -0.0328048 -3.4534 
0 -0.0471461 -3.45344 
0 -0.0614778 -3.45346 
0 -0.0757968 -3.45347 
0 -0.0901003 -3.45346 
0 -0.104385 -3.45344 
0 -0.118649 -3.45339 
