-0.0060568,0.0064561
0.95473,0.279687
-0.0330722,-0.0120909
-17.4324,61.0365
-0.0600867,-0.0306409
-35.8196,121.793
-0.0871011,-0.0491915
-54.2067,182.55
-0.114115,-0.0677425
-72.5938,243.307
-0.14113,-0.0862936
-90.981,304.064
-0.168144,-0.104845
-109.368,364.821
-0.195158,-0.123396
-127.755,425.577
-0.222172,-0.141948
-146.142,486.334
-0.249186,-0.160499
-164.53,547.091
-0.2762,-0.179051
-182.917,607.848
-0.303214,-0.197602
-201.304,668.605
-0.330228,-0.216154
-219.691,729.362
-0.357242,-0.234705
-238.078,790.118
-0.384257,-0.253257
-256.465,850.875
-0.411271,-0.271808
-274.852,911.632
-0.438285,-0.29036
-293.24,972.389
-0.465299,-0.308912
-311.627,1033.15
-0.492313,-0.327463
-330.014,1093.9
-0.519327,-0.346015
-348.401,1154.66
-0.546341,-0.364566
-366.788,1215.42
-0.573355,-0.383118
-385.175,1276.17
-0.600369,-0.40167
-403.562,1336.93
-0.627383,-0.420221
-421.95,1397.69
-0.654397,-0.438773
-440.337,1458.44
-0.681411,-0.457325
-458.724,1519.2
-0.708425,-0.475876
-477.111,1579.96
-0.735439,-0.494428
-495.498,1640.71
-0.762453,-0.51298
-513.885,1701.47
-0.789467,-0.531531
-532.272,1762.23
-0.816481,-0.550083
-550.66,1822.98
-0.843495,-0.568635
-569.047,1883.74
-0.87051,-0.587186
-587.434,1944.5
-0.897524,-0.605738
-605.821,2005.25
-0.924538,-0.62429
-624.208,2066.01
-0.951552,-0.642842
-642.595,2126.77
-0.978566,-0.661393
-660.982,2187.53
-1.00558,-0.679945
-679.37,2248.28
-1.03259,-0.698497
-697.757,2309.04
-1.05961,-0.717048
-716.144,2369.8
-1.08662,-0.7356
-734.531,2430.55
-1.11364,-0.754152
-752.918,2491.31
-1.14065,-0.772703
-771.305,2552.07
-1.16766,-0.791255
-789.692,2612.82
-1.19468,-0.809807
-808.08,2673.58
-1.22169,-0.828359
-826.467,2734.34
-1.24871,-0.84691
-844.854,2795.09
-1.27572,-0.865462
-863.241,2855.85
-1.30273,-0.884014
-881.628,2916.61
-1.32975,-0.902565
-900.015,2977.36
-1.35676,-0.921117
-918.402,3038.12
-1.38378,-0.939669
-936.79,3098.88
-1.41079,-0.958221
-955.177,3159.63
-1.4378,-0.976772
-973.564,3220.39
-1.46482,-0.995324
-991.951,3281.15
-1.49183,-1.01388
-1010.34,3341.9
-1.51885,-1.03243
-1028.73,3402.66
-1.54586,-1.05098
-1047.11,3463.42
-1.57287,-1.06953
-1065.5,3524.18
-1.59989,-1.08808
-1083.89,3584.93
-1.6269,-1.10663
-1102.27,3645.69
-1.65392,-1.12519
-1120.66,3706.45
-1.68093,-1.14374
-1139.05,3767.2
-1.70794,-1.16229
-1157.44,3827.96
-1.73496,-1.18084
-1175.82,3888.72
-1.76197,-1.19939
-1194.21,3949.47
-1.78899,-1.21794
-1212.6,4010.23
-1.816,-1.2365
-1230.98,4070.99
-1.84301,-1.25505
-1249.37,4131.74
-1.87003,-1.2736
-1267.76,4192.5
-1.89704,-1.29215
-1286.15,4253.26
-1.92406,-1.3107
-1304.53,4314.01
-1.95107,-1.32926
-1322.92,4374.77
-1.97808,-1.34781
-1341.31,4435.53
-2.0051,-1.36636
-1359.69,4496.28
-2.03211,-1.38491
-1378.08,4557.04
-2.05913,-1.40346
-1396.47,4617.8
-2.08614,-1.42201
-1414.86,4678.55
-2.11315,-1.44057
-1433.24,4739.31
-2.14017,-1.45912
-1451.63,4800.07
-2.16718,-1.47767
-1470.02,4860.83
-2.1942,-1.49622
-1488.4,4921.58
-2.22121,-1.51477
-1506.79,4982.34
-2.24823,-1.53332
-1525.18,5043.1
-2.27524,-1.55188
-1543.57,5103.85
-2.30225,-1.57043
-1561.95,5164.61
-2.32927,-1.58898
-1580.34,5225.37
-2.35628,-1.60753
-1598.73,5286.12
-2.3833,-1.62608
-1617.11,5346.88
-2.41031,-1.64464
-1635.5,5407.64
-2.43732,-1.66319
-1653.89,5468.39
-2.46434,-1.68174
-1672.28,5529.15
-2.49135,-1.70029
-1690.66,5589.91
-2.51837,-1.71884
-1709.05,5650.66
-2.54538,-1.73739
-1727.44,5711.42
-2.57239,-1.75595
-1745.82,5772.18
-2.59941,-1.7745
-1764.21,5832.93
-2.62642,-1.79305
-1782.6,5893.69
-2.65344,-1.8116
-1800.99,5954.45
-2.68045,-1.83015
-1819.37,6015.2
